id,first_name,last_name,country,birth_date,team,stage_1,stage_2,stage_3,stage_4,stage_5,stage_6,stage_7,stage_8,stage_9
1,Christopher,FROOME,GBR,1985-05-20,SKY,25,5,4,5,5,5,6,1,1,,,,,,,,,,,,,,
101,Mark,CAVENDISH,GBR,1985-05-21,DDD,1,75,70,65,123,120,139,154,157,,,,,,,,,,,,,,
102,Natnael,BERHANE,ERI,1991-01-05,DDD,128,176,166,193,195,195,186,178,103,,,,,,,,,,,,,,
103,Edvald,BOASSON HAGEN,NOR,1987-05-17,DDD,154,73,69,64,92,90,113,115,125,,,,,,,,,,,,,,
104,Stephen,CUMMINGS,GBR,1981-03-19,DDD,147,177,185,191,188,191,106,134,136,,,,,,,,,,,,,,
105,Bernhard,EISEL,AUT,1981-02-17,DDD,166,181,192,175,191,189,193,194,190,,,,,,,,,,,,,,
106,Reinardt,JANSE VAN RENSBURG,RSA,1989-02-03,DDD,148,86,98,93,110,107,99,109,118,,,,,,,,,,,,,,
107,Serge,PAUWELS,BEL,1983-11-21,DDD,64,36,36,37,24,24,30,59,51,,,,,,,,,,,,,,
108,Mark,RENSHAW,AUS,1982-10-22,DDD,16,139,132,135,168,168,178,186,,,,,,,,,,,,,,,
109,Daniel,TEKLEHAIMANOT,ERI,1988-11-10,DDD,155,179,167,156,157,152,153,114,123,,,,,,,,,,,,,,
11,Nairo Alexander,QUINTANA ROJAS,COL,1990-02-04,MOV,30,7,6,7,7,7,7,6,4,,,,,,,,,,,,,,
111,WARREN,BARGUIL,FRA,1991-10-28,TGA,13,4,5,4,6,6,8,14,15,,,,,,,,,,,,,,
112,Roy,CURVERS,NED,1979-12-27,TGA,39,119,115,109,113,110,127,129,117,,,,,,,,,,,,,,
113,John,DEGENKOLB,GER,1989-01-07,TGA,15,135,130,122,135,134,138,153,155,,,,,,,,,,,,,,
114,Tom,DUMOULIN,NED,1990-11-11,TGA,49,14,13,21,77,76,86,69,44,,,,,,,,,,,,,,
115,Simon,GESCHKE,GER,1986-03-13,TGA,100,71,65,59,57,56,46,67,66,,,,,,,,,,,,,,
116,Georg,PREIDLER,AUT,1990-06-17,TGA,101,70,66,58,56,55,57,42,46,,,,,,,,,,,,,,
117,Ramon,SINKELDAM,NED,1989-02-09,TGA,21,137,135,124,161,158,158,168,168,,,,,,,,,,,,,,
118,Laurens,TEN DAM,NED,1980-11-13,TGA,139,65,60,55,54,58,55,37,40,,,,,,,,,,,,,,
119,Albert,TIMMER,NED,1985-06-13,TGA,19,136,174,166,171,172,175,184,183,,,,,,,,,,,,,,
12,Alejandro,VALVERDE BELMONTE,ESP,1980-04-25,MOV,33,3,3,3,3,3,4,5,10,,,,,,,,,,,,,,
121,Thibaut,PINOT,FRA,1990-05-29,FDJ,111,31,31,31,21,20,27,33,27,,,,,,,,,,,,,,
122,William,BONNET,FRA,1982-06-25,FDJ,134,102,96,85,102,99,122,124,132,,,,,,,,,,,,,,
123,Matthieu,LADAGNOUS,FRA,1984-12-12,FDJ,188,126,118,106,105,104,98,132,,,,,,,,,,,,,,,
124,Steve,MORABITO,SUI,1983-01-30,FDJ,171,54,50,48,42,42,43,36,35,,,,,,,,,,,,,,
125,Cedric,PINEAU,FRA,1985-05-08,FDJ,115,149,168,179,183,186,184,190,,,,,,,,,,,,,,,
126,Sébastien,REICHENBACH,SUI,1989-05-28,FDJ,112,30,30,32,20,21,20,21,18,,,,,,,,,,,,,,
127,Anthony,ROUX,FRA,1987-04-18,FDJ,132,80,76,69,85,86,110,91,87,,,,,,,,,,,,,,
128,Jérémy,ROY,FRA,1983-06-22,FDJ,133,152,143,142,72,71,81,86,85,,,,,,,,,,,,,,
129,Arthur,VICHOT,FRA,1988-11-26,FDJ,113,25,24,24,78,75,85,92,82,,,,,,,,,,,,,,
13,Winner Andrew,ANACONA GOMEZ,COL,0001-01-01,MOV,141,121,116,154,146,141,145,105,71,,,,,,,,,,,,,,
131,Emanuel,BUCHMANN,GER,1992-11-18,BOA,99,39,39,39,31,31,28,23,22,,,,,,,,,,,,,,
132,Shane,ARCHBOLD,NZL,1989-02-02,BOA,173,196,195,183,192,192,195,195,191,,,,,,,,,,,,,,
133,Jan,BARTA,CZE,1984-07-12,BOA,162,159,144,143,137,135,104,89,100,,,,,,,,,,,,,,
134,Cesare,BENEDETTI,ITA,1987-08-03,BOA,156,189,182,186,187,180,181,161,149,,,,,,,,,,,,,,
135,Sam,BENNETT,IRL,1990-10-16,BOA,172,198,197,197,197,197,197,197,193,,,,,,,,,,,,,,
136,Bartosz,HUZARSKI,POL,1980-10-27,BOA,124,154,147,129,44,46,67,57,52,,,,,,,,,,,,,,
137,Patrick,KONRAD,AUT,1991-10-13,BOA,122,42,40,38,39,39,38,52,62,,,,,,,,,,,,,,
