id,first_name,last_name,country,birth_date,team,stage_1,stage_2,stage_3,stage_4,stage_5,stage_6,stage_7,stage_8,stage_9
1,Christopher,FROOME,GBR,1985-05-20,SKY,10,14,14,18,317,317,357,0,0,,,,,,,,,,,,,,
101,Mark,CAVENDISH,GBR,1985-05-21,DDD,0,109,99,103,1809,1795,2827,4844,6575,,,,,,,,,,,,,,
102,Natnael,BERHANE,ERI,1991-01-05,DDD,10,509,509,1052,2758,2758,3382,5118,5230,,,,,,,,,,,,,,
103,Edvald,BOASSON HAGEN,NOR,1987-05-17,DDD,10,96,96,100,1606,1606,2474,4210,5941,,,,,,,,,,,,,,
104,Stephen,CUMMINGS,GBR,1981-03-19,DDD,10,509,636,1028,2534,2628,2441,4458,6189,,,,,,,,,,,,,,
105,Bernhard,EISEL,AUT,1981-02-17,DDD,10,509,756,853,2559,2581,3613,5630,7361,,,,,,,,,,,,,,
106,Reinardt,JANSE VAN RENSBURG,RSA,1989-02-03,DDD,10,140,190,251,1757,1757,2381,4117,5848,,,,,,,,,,,,,,
107,Serge,PAUWELS,BEL,1983-11-21,DDD,10,31,31,35,390,390,596,2332,2588,,,,,,,,,,,,,,
108,Mark,RENSHAW,AUS,1982-10-22,DDD,10,425,425,503,2209,2231,3263,5280,,,,,,,,,,,,,,,
109,Daniel,TEKLEHAIMANOT,ERI,1988-11-10,DDD,10,509,509,606,2112,2112,2980,4187,5918,,,,,,,,,,,,,,
11,Nairo Alexander,QUINTANA ROJAS,COL,1990-02-04,MOV,10,14,14,18,317,317,357,23,23,,,,,,,,,,,,,,
111,WARREN,BARGUIL,FRA,1991-10-28,TGA,10,14,14,18,317,317,357,111,171,,,,,,,,,,,,,,
112,Roy,CURVERS,NED,1979-12-27,TGA,10,300,300,350,1767,1767,2635,4371,5846,,,,,,,,,,,,,,
113,John,DEGENKOLB,GER,1989-01-07,TGA,10,425,425,429,1935,1931,2799,4816,6547,,,,,,,,,,,,,,
114,Tom,DUMOULIN,NED,1990-11-11,TGA,10,14,14,18,1435,1435,2059,2829,2424,,,,,,,,,,,,,,
115,Simon,GESCHKE,GER,1986-03-13,TGA,10,87,87,91,923,923,1040,2776,3708,,,,,,,,,,,,,,
116,Georg,PREIDLER,AUT,1990-06-17,TGA,10,87,87,91,908,908,1186,1644,2523,,,,,,,,,,,,,,
