id,first_name,last_name,country,birth_date,team,stage_1,stage_2,stage_3,stage_4,stage_5,stage_6,stage_7,stage_8,stage_9
1,Christopher,FROOME,GBR,1985-05-20,SKY,15245,30896,52490,72200,92403,109435,123341,141184,160563,,,,,,,,,,,,,,
101,Mark,CAVENDISH,GBR,1985-05-21,DDD,15235,30991,52575,72285,93895,110913,125811,146028,167138,,,,,,,,,,,,,,
102,Natnael,BERHANE,ERI,1991-01-05,DDD,15245,31391,52985,73234,94844,111876,126366,146302,165793,,,,,,,,,,,,,,
103,Edvald,BOASSON HAGEN,NOR,1987-05-17,DDD,15245,30978,52572,72282,93692,110724,125458,145394,166504,,,,,,,,,,,,,,
104,Stephen,CUMMINGS,GBR,1981-03-19,DDD,15245,31391,53112,73210,94620,111746,125425,145642,166752,,,,,,,,,,,,,,
105,Bernhard,EISEL,AUT,1981-02-17,DDD,15245,31391,53232,73035,94645,111699,126597,146814,167924,,,,,,,,,,,,,,
106,Reinardt,JANSE VAN RENSBURG,RSA,1989-02-03,DDD,15245,31022,52666,72433,93843,110875,125365,145301,166411,,,,,,,,,,,,,,
107,Serge,PAUWELS,BEL,1983-11-21,DDD,15245,30913,52507,72217,92476,109508,123580,143516,163151,,,,,,,,,,,,,,
108,Mark,RENSHAW,AUS,1982-10-22,DDD,15245,31307,52901,72685,94295,111349,126247,146464,,,,,,,,,,,,,,,
109,Daniel,TEKLEHAIMANOT,ERI,1988-11-10,DDD,15245,31391,52985,72788,94198,111230,125964,145371,166481,,,,,,,,,,,,,,
11,Nairo Alexander,QUINTANA ROJAS,COL,1990-02-04,MOV,15245,30896,52490,72200,92403,109435,123341,141207,160586,,,,,,,,,,,,,,
111,WARREN,BARGUIL,FRA,1991-10-28,TGA,15245,30896,52490,72200,92403,109435,123341,141295,160734,,,,,,,,,,,,,,
112,Roy,CURVERS,NED,1979-12-27,TGA,15245,31182,52776,72532,93853,110885,125619,145555,166409,,,,,,,,,,,,,,
113,John,DEGENKOLB,GER,1989-01-07,TGA,15245,31307,52901,72611,94021,111049,125783,146000,167110,,,,,,,,,,,,,,
114,Tom,DUMOULIN,NED,1990-11-11,TGA,15245,30896,52490,72200,93521,110553,125043,144013,162987,,,,,,,,,,,,,,
