id,first_name,last_name,country,birth_date,team,stage_1,stage_2,stage_3,stage_4,stage_5,stage_6,stage_7,stage_8,stage_9
1,Christopher,FROOME,GBR,1985-05-20,SKY,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
101,Mark,CAVENDISH,GBR,1985-05-21,DDD,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
102,Natnael,BERHANE,ERI,1991-01-05,DDD,22,25,25,29,29,29,27,26,15,,,,,,,,,,,,,,
103,Edvald,BOASSON HAGEN,NOR,1987-05-17,DDD,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
104,Stephen,CUMMINGS,GBR,1981-03-19,DDD,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
105,Bernhard,EISEL,AUT,1981-02-17,DDD,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
106,Reinardt,JANSE VAN RENSBURG,RSA,1989-02-03,DDD,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
107,Serge,PAUWELS,BEL,1983-11-21,DDD,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
108,Mark,RENSHAW,AUS,1982-10-22,DDD,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
109,Daniel,TEKLEHAIMANOT,ERI,1988-11-10,DDD,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
11,Nairo Alexander,QUINTANA ROJAS,COL,1990-02-04,MOV,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
111,WARREN,BARGUIL,FRA,1991-10-28,TGA,7,2,2,2,2,2,3,3,3,,,,,,,,,,,,,,
112,Roy,CURVERS,NED,1979-12-27,TGA,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
113,John,DEGENKOLB,GER,1989-01-07,TGA,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
114,Tom,DUMOULIN,NED,1990-11-11,TGA,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
115,Simon,GESCHKE,GER,1986-03-13,TGA,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
116,Georg,PREIDLER,AUT,1990-06-17,TGA,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
117,Ramon,SINKELDAM,NED,1989-02-09,TGA,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
118,Laurens,TEN DAM,NED,1980-11-13,TGA,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
119,Albert,TIMMER,NED,1985-06-13,TGA,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
12,Alejandro,VALVERDE BELMONTE,ESP,1980-04-25,MOV,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
121,Thibaut,PINOT,FRA,1990-05-29,FDJ,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
122,William,BONNET,FRA,1982-06-25,FDJ,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
123,Matthieu,LADAGNOUS,FRA,1984-12-12,FDJ,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
124,Steve,MORABITO,SUI,1983-01-30,FDJ,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
125,Cedric,PINEAU,FRA,1985-05-08,FDJ,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
126,Sébastien,REICHENBACH,SUI,1989-05-28,FDJ,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
127,Anthony,ROUX,FRA,1987-04-18,FDJ,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
128,Jérémy,ROY,FRA,1983-06-22,FDJ,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
129,Arthur,VICHOT,FRA,1988-11-26,FDJ,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
